indice,ingles_original,portugues_traduzido,label,modelo,prompt,score_combinado,xcomet_xl,comet22,kiwi_xl,quartil,origem,parascore
606,Water boils at 100°C.,A água ferve a 100°C.,0,gemini,prompt2,1.0456,1.0,0.9886383414268494,1.14820659160614,Q1,dataset_final,
147,She bought a new phone last week.,Ela comprou um telefone novo na semana passada.,0,gpt,prompt2,1.0383,1.0,0.9814562797546388,1.133400797843933,Q1,dataset_final,
147,She bought a new phone last week.,Ela comprou um novo telefone na semana passada.,0,gemmaX,sem_prompt,1.038,1.0,0.9816002249717712,1.132291316986084,Q1,parascore,0.9874
147,She bought a new phone last week.,Ela comprou um celular novo na semana passada.,0,gemma3,prompt2,1.0353,1.0,0.9814289212226868,1.124375581741333,Q1,parascore,0.9673
589,He sent an email to his colleague.,Ele enviou um e-mail para seu colega.,0,gpt,prompt2,1.035,1.0,0.970501184463501,1.1346182823181152,Q1,dataset_final,
382,She is practicing yoga in the park.,Ela está praticando ioga no parque.,0,gemini,prompt2,1.0337,1.0,0.97788268327713,1.1230729818344116,Q1,dataset_final,
80,She is drinking water.,Ela está bebendo água.,0,gpt,prompt2,1.032,1.0,0.984463632106781,1.1115353107452393,Q1,dataset_final,
158,She made a salad for lunch.,Ela fez uma salada para o almoço.,0,gpt,prompt2,1.0314,1.0,0.9793736338615416,1.1148709058761597,Q1,dataset_final,
676,She reads a book every night.,Ela lê um livro todas as noites.,0,gpt,prompt2,1.0313,1.0,0.9822731614112854,1.111493468284607,Q1,dataset_final,
202,They planted flowers in the garden.,Eles plantaram flores no jardim.,0,gemma3,prompt2,1.0313,1.0,0.9763957262039183,1.1174554824829102,Q1,dataset_final,
177,He is reading a newspaper.,Ele está lendo um jornal.,0,gpt,prompt2,1.0298,1.0,0.9775685667991638,1.1118632555007937,Q1,dataset_final,
87,She is talking to her friend on the phone.,Ela está falando com sua amiga ao telefone.,0,gemma3,prompt2,1.029,1.0,0.9736365675926208,1.113477110862732,Q1,dataset_final,
